BEGIN;
BEGIN
select
	ps_partkey,
	sum(ps_supplycost * ps_availqty) as value
from
	partsupp,
	supplier,
	nation
where
	ps_suppkey = s_suppkey
	and s_nationkey = n_nationkey
	and n_name = 'ROMANIA'
group by
	ps_partkey having
		sum(ps_supplycost * ps_availqty) > (
			select
				sum(ps_supplycost * ps_availqty) * 0.0000010000
			from
				partsupp,
				supplier,
				nation
			where
				ps_suppkey = s_suppkey
				and s_nationkey = n_nationkey
				and n_name = 'ROMANIA'
		)
order by
	value desc;
 ps_partkey |      value       
------------+------------------
   18257385 |  24930371.949585
    2200007 | 23354515.4176025
    1551467 | 23050873.4268799
   19941045 | 23023925.0903931
   16527172 | 22404801.4750977
    5471213 | 21458397.3837891
    7150632 | 21171686.7364502
    3012728 | 21070170.1557617
    4775574 | 20952957.0490112
    9145029 | 20852929.4327393
   19581465 | 20787483.1162109
   17145869 | 20153750.6787109
   11906937 | 20125019.7050171
   18855034 | 19912275.9869995
   11083034 | 19883899.8074341
   11036126 | 19791294.3325195
   15089438 | 19529577.9763489
    5971223 |   19360488.60186
    9416181 | 19083133.7489014
    8514903 | 19044063.0777588
    8881035 | 19036824.8564453
    8149179 | 18914712.9000244
    2486027 | 18886725.0814209
    2498298 | 18808195.6055298
    3094727 | 18774764.8222046
    5690259 | 18701398.9067078
    1416615 | 18696812.4731445
    8428207 | 18668566.5769653
    7258517 | 18657715.6466675
    4628335 | 18601270.2866211
   16789265 | 18543420.6459351
   13036312 | 18521015.3217773
   14072610 | 18468016.4880371
    5721218 | 18450499.3947754
    9360531 |  18444085.144043
   11050336 | 18425038.4069214
   15406738 | 18386958.6291504
   13154194 | 18364552.4683228
    1631281 | 18356274.7011108
   12830397 | 18322099.6567383
   15351615 | 18250418.3136597
   11956452 | 18201087.5270996
    9221003 | 18192520.6664429
    1161352 | 18168987.4705811
   14317553 | 18160150.5543213
   12816816 |  18149311.225769
    7353629 | 18121755.6154175
   14189989 |  18091989.463623
    8015773 | 18063953.6062012
     510118 | 18062850.8760071
   10478033 | 18019494.0146179
     164289 | 18012179.3115234
    3972481 | 17940908.6984253
   10780085 | 17925010.6727295
   15738695 | 17879929.8771973
    4938877 | 17833467.0004272
   14134162 | 17826801.4127197
   16450850 | 17780492.0542068
   13025762 |  17775640.378418
   11904687 | 17766053.9136353
   17311307 | 17765630.0360107
    5608065 | 17748377.1187744
    5362644 | 17740501.3980103
    4365325 | 17729227.6869507
   10890044 | 17709030.1503906
   11739981 | 17700717.0170288
   14281927 | 17697007.5531006
    9272486 | 17696308.1958008
   11221678 | 17661916.9246216
    2143371 | 17658365.2797241
    2946196 | 17651107.2668152
   13923481 | 17614169.6535034
   15020721 | 17608822.0956421
   13140352 | 17605263.8024902
    7968336 | 17597801.5497437
      98353 | 17568206.0385132
   19669135 | 17562610.4172974
   18670338 | 17561100.7566528
   14872947 | 17553731.5549927
    1392571 | 17542855.0880127
   14289105 | 17527973.8822021
   19408163 | 17527806.9772339
    4155328 | 17527035.3684692
   18211729 | 17524828.1531372
   19495490 |  17523819.366272
    2293604 | 17522801.1083984
   14956816 | 17512667.9623871
   16211180 | 17432785.1671143
   12404663 |  17424923.574646
   18666440 | 17424196.4471436
   11575103 | 17419406.8724365
    3342662 | 17415918.1635132
   18761853 | 17409913.7713623
   11437666 |   17397200.22229
    3169444 | 17387375.3831787
    2017357 | 17380123.8746338
   19175178 | 17362877.4799805
   16473174 | 17355827.7075195
   19113845 | 17330150.9046631
    1797650 | 17323202.6790771
    6539026 | 17318111.6542969
   11375013 | 17317802.5068359
   18289067 | 17308926.0437622
    2200247 | 17308682.1418457
   13854867 | 17303166.0004272
   18475001 | 17298018.0892334
   18942232 | 17297709.8022461
    7488506 |   17290403.55896
   19397651 | 17284427.6817627
   19179515 | 17258817.3525391
    1350100 | 17241605.9804688
    2171741 |  17235981.996521
   19357760 | 17198216.7498779
   16551318 |  17193770.112854
   19391010 | 17191952.8557129
   19531030 | 17187755.9164429
   10433447 | 17177787.9006958
   13627402 | 17174746.0861816
   13046325 | 17170802.9631348
   15541822 |  17170547.159729
   15131990 | 17169927.6962891
    8346366 | 17169168.0459595
     300305 | 17163744.7559204
   11613976 | 17147129.5350342
   19974364 |  17145969.210022
   11687073 | 17143494.3727112
    1348436 | 17136085.0541382
    7686300 | 17118763.9763794
   16349104 | 17113196.0879517
    3298264 | 17097328.0266113
   11753895 | 17096855.9000244
   16117134 | 17085506.9835205
   15971980 | 17074530.7915039
   15121758 | 17061177.5841064
    1497932 | 17047212.9362335
   14857279 | 17038612.1339722
    5046534 | 17031207.7489014
    8785974 | 17007238.7867432
   10748351 | 17006281.4678955
   12031164 | 16996231.5072021
   13003022 | 16994228.9356079
   10464092 |  16994001.048584
    5473624 |  16987226.447998
     406367 | 16976035.0501709
   11097742 | 16975232.2264404
    3082090 | 16967117.6027832
    2803029 |  16960769.569519
     874885 | 16957642.0146484
    5531454 | 16941690.1020508
    7861924 | 16931694.5158081
   16273079 | 16930067.9123535
   15787376 | 16926740.0957031
    1463255 | 16902458.6912842
    5896323 | 16896140.1837158
    9650444 | 16888503.2289429
   19409888 | 16888355.4391479
   18687714 |   16883961.46521
    7623377 | 16878279.4485474
    9179213 | 16877067.0167847
    3158115 | 16872553.5301514
   16500019 | 16866872.0577393
    5866336 | 16864699.7225952
    4725372 | 16861213.9020996
    6023358 |  16857757.520752
   18787581 | 16857083.2052612
   10130140 | 16856025.6940308
    3841289 | 16839459.0886002
   18607070 | 16837907.3884888
    6094567 | 16835547.3227539
    3403921 | 16810556.1749878
   18366687 | 16780341.7576904
   10858534 |  16779512.513855
   14055369 | 16777918.9562988
    9553568 | 16777607.0102539
    5856824 | 16762557.0839844
   16686878 | 16759200.0476685
    6420348 | 16757608.8288574
    4535978 | 16756355.1755981
    7432848 | 16748733.9462891
    8720233 | 16747072.9714355
    3759103 | 16745031.0827637
   17311694 | 16743442.2026367
   13254341 | 16734991.4992676
    4978989 | 16717233.1564941
    8218727 | 16710040.7911377
    5317808 | 16703927.4796143
    6518258 | 16685896.7694092
   13132519 | 16684364.8483429
    5046046 | 16681799.6890259
   17773367 | 16680545.0151978
   19040657 | 16676467.9674683
   13346127 | 16673965.0692139
    4452536 | 16672618.7610474
   15119316 | 16662558.5071411
    2963482 | 16650740.9082146
   11042197 |  16649842.288208
   13943941 | 16644511.4761353
    1895097 | 16635897.0297852
   11718637 | 16634154.0216675
   12481229 | 16624641.1939087
   12633120 |  16621637.180542
   14921883 | 16616234.2863159
    2719004 | 16605881.4706421
   17408468 | 16601464.3795166
   13872094 | 16599482.6218872
    9352161 | 16583024.1751709
    1325791 | 16580822.7749634
    6455886 | 16570772.3339233
    5091329 | 16567862.1164551
    2664260 | 16563009.5388184
    7368385 | 16556331.6656494
   11914928 | 16551829.0811768
    3747589 | 16550507.1026611
   17981511 | 16539763.1374512
   15614902 | 16528758.6425781
    3761186 |  16519058.142395
   12379743 | 16512688.4429321
   18464007 | 16503616.6263428
     428182 | 16503188.0380554
    9256618 |  16500129.505249
    3500116 |   16491745.59375
    1422697 | 16491027.8287354
   17511783 | 16490065.6994629
    7950936 |  16488772.077301
   10663367 | 16487805.8737793
    6750364 | 16485858.1616821
   10788160 | 16484898.8256836
    3448512 | 16482801.4588623
    5372807 | 16479200.6072388
   12590897 | 16478413.6781616
   17945131 | 16477305.6019287
     681876 | 16474792.5517578
   10008689 | 16473663.7648926
    8426022 | 16472246.9223633
   15569926 | 16469650.9511108
    5285993 | 16468338.4660034
