BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#53'
	and p_type not like 'SMALL BURNISHED%'
	and p_size in (4, 25, 12, 10, 11, 32, 50, 5)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#41   | STANDARD PLATED TIN       |     12 |          595
 Brand#22   | ECONOMY ANODIZED BRASS    |      4 |          576
 Brand#55   | LARGE BURNISHED STEEL     |     10 |          576
 Brand#34   | PROMO PLATED NICKEL       |      4 |          568
 Brand#41   | STANDARD BRUSHED STEEL    |     25 |          568
 Brand#42   | MEDIUM POLISHED TIN       |     25 |          568
 Brand#14   | LARGE BRUSHED BRASS       |     11 |          567
 Brand#34   | MEDIUM BRUSHED STEEL      |      5 |          567
 Brand#22   | SMALL ANODIZED TIN        |     12 |          564
 Brand#32   | MEDIUM ANODIZED NICKEL    |     32 |          564
 Brand#32   | MEDIUM PLATED TIN         |      4 |          564
 Brand#11   | ECONOMY PLATED NICKEL     |     25 |          563
 Brand#45   | ECONOMY BURNISHED BRASS   |     32 |          563
 Brand#52   | LARGE BRUSHED STEEL       |      4 |          563
 Brand#42   | ECONOMY BRUSHED COPPER    |      5 |          562
 Brand#14   | ECONOMY BURNISHED BRASS   |      5 |          560
 Brand#14   | LARGE BURNISHED COPPER    |     12 |          560
 Brand#15   | SMALL POLISHED BRASS      |     11 |          560
 Brand#23   | PROMO ANODIZED BRASS      |     32 |          560
 Brand#34   | STANDARD ANODIZED TIN     |     32 |          560
 Brand#43   | MEDIUM PLATED BRASS       |     32 |          560
 Brand#45   | LARGE POLISHED TIN        |     12 |          560
 Brand#55   | ECONOMY BRUSHED STEEL     |     12 |          560
 Brand#31   | ECONOMY POLISHED TIN      |     50 |          559
 Brand#45   | SMALL POLISHED STEEL      |     11 |          559
 Brand#15   | MEDIUM PLATED BRASS       |     32 |          558
 Brand#25   | MEDIUM POLISHED STEEL     |      5 |          558
