BEGIN;
BEGIN
select
	ps_partkey,
	sum(ps_supplycost * ps_availqty) as value
from
	partsupp,
	supplier,
	nation
where
	ps_suppkey = s_suppkey
	and s_nationkey = n_nationkey
	and n_name = 'FRANCE'
group by
	ps_partkey having
		sum(ps_supplycost * ps_availqty) > (
			select
				sum(ps_supplycost * ps_availqty) * 0.0000010000
			from
				partsupp,
				supplier,
				nation
			where
				ps_suppkey = s_suppkey
				and s_nationkey = n_nationkey
				and n_name = 'FRANCE'
		)
order by
	value desc;
 ps_partkey |      value       
------------+------------------
   14312189 | 22686491.0739136
   18164550 | 21581182.4262695
   13870214 | 20963291.5445557
   12625977 | 20601645.9852905
    2245691 | 20388934.6993408
   17435549 | 20381294.9432068
    1535411 | 20322217.4240723
   19912968 | 20082071.8892822
   14038186 | 20002334.8903198
   18408596 | 19952146.0039673
   18924598 | 19714618.8284912
   16964113 | 19683806.1630249
     522593 | 19377006.2121582
   17650972 | 19304745.2991333
    2441210 | 19274167.3309937
   15665730 | 19171029.4779663
   13702562 | 19106157.9915161
    8993306 | 19079848.1328735
    1679790 | 19049643.8151245
     927152 | 18850651.2858276
    9399864 | 18846466.3482666
    5333392 | 18840375.1890259
   13209469 | 18808567.9765015
    4058510 | 18730899.5932617
   14039720 | 18699037.8442841
   12706846 | 18672574.1964111
    3264229 | 18526656.8900146
    4652652 | 18436152.9203186
   18243881 | 18408452.1908569
    2558338 | 18398829.6890869
   18636408 | 18360290.5174561
   12565108 | 18331006.7341919
   16307235 | 18327093.1369629
   11334790 | 18284907.5337524
    7063968 |  18278446.095459
    3865390 | 18267095.2654419
    9517040 | 18249814.7162476
   14333604 | 18237216.0704956
    6710524 | 18221045.6828613
    7521698 | 18200674.7091064
   10399768 |  18199835.574585
    9744114 | 18144724.7040405
    1285448 | 18052916.3485107
    5691967 | 18035359.2401733
    6762697 | 18019825.5841675
    6140120 | 18006998.2799072
   14868027 | 17975524.8076172
    9471736 | 17960443.3665161
   15222534 | 17958437.8161621
   19775898 | 17949237.1929932
     690217 |   17947817.72052
   18992229 | 17918742.6224365
    9104473 | 17894173.6392212
    5098738 | 17869528.7313843
    8564539 | 17867763.7938232
   13025902 | 17832375.4764404
    7909954 | 17821393.4093628
   18737189 | 17805831.6420898
    6138893 |  17805212.414978
    9969733 | 17802975.2431641
    6538454 | 17791454.7723999
   18141511 | 17790928.3015747
    6564998 | 17747626.7098389
    8497521 | 17747291.3664551
   14739850 | 17705860.7406006
   13776213 | 17703110.8967896
   17333015 |  17680801.901123
   15113427 | 17679554.1280518
   14091861 | 17661423.4146729
    9007686 |  17642868.814209
    7614702 | 17635510.1985474
    7361427 | 17586619.8786316
    4792279 | 17578981.4370117
    1613982 | 17571258.9430542
   17698382 | 17546683.5284424
     475742 |  17542729.050293
   16029863 | 17531364.4176636
   14974899 | 17530844.1330566
    8734130 | 17523643.4649658
    6734091 | 17496456.3288879
   12726737 | 17483649.1278687
    5642375 | 17465434.6466675
    9583208 | 17464475.2631836
    6401780 | 17463426.9073486
    9330000 | 17459861.0179443
    5516578 | 17446621.5291748
    1752764 | 17428383.7554932
    6986713 | 17424661.8658447
    4120061 | 17410812.8765259
   17641668 | 17400103.6326904
   13292670 | 17393001.5279541
    4341614 | 17382349.6958008
   17726239 | 17355444.8552856
    5759303 | 17347980.8015137
   17819545 |  17345773.600647
    2537831 | 17345183.2580566
   17373055 | 17342948.1363525
   14468462 |  17332461.321167
   11808447 | 17320957.2637939
   18065853 | 17313398.1417847
   11582874 | 17310813.1810303
    1484800 | 17304616.4016113
     130288 | 17298192.7905884
   18037441 | 17289725.9595337
    7927157 | 17287928.7756348
    9694997 | 17283018.6969604
    1252158 | 17275257.9398193
   19950778 | 17271480.5645142
    5145067 | 17265553.5644531
    9095933 | 17265340.0758667
      39320 | 17265190.1365356
    8510322 |  17250745.373291
   10745985 |  17247558.854248
   17259283 | 17243679.8587646
   17223692 | 17242663.2044678
   13115073 | 17237750.9345703
